Mach;altitude;net thrust;core fuel flow;afterburner fuel flow
Amb.MNf_in;Amb.alt_in;FN;WF;WFaft
-;m;N;kg/s;kg/s
--;--;--;--;--
--;--;--;--;--
0.3;1000;12851.4976;0.3;0
0.4;1000;11761.8261;0.3;0
0.5;1000;10741.0667;0.3;0
0.6;1000;9783.00944;0.3;0
0.7;1000;8887.74501;0.3;0
0.8;1000;8056.80003;0.3;0
0.9;1000;7291.10714;0.3;0
0.3;1500;13227.2132;0.3;0
0.4;1500;12157.2503;0.3;0
0.5;1500;11155.9338;0.3;0
0.6;1500;10218.9334;0.3;0
0.7;1500;9343.91788;0.3;0
0.8;1500;8539.30925;0.3;0
0.9;1500;7783.1489;0.3;0
0.3;2000;13596.448;0.3;0
0.4;2000;12547.9019;0.3;0
0.5;2000;11567.3287;0.3;0
0.6;2000;10656.201;0.3;0
0.7;2000;9802.103;0.3;0
0.8;2000;8998.62678;0.3;0
0.9;2000;8249.61898;0.3;0
0.3;2500;13967.5051;0.3;0
0.4;2500;12942.2387;0.3;0
0.5;2500;11982.3043;0.3;0
0.6;2500;11082.1797;0.3;0
0.7;2500;10237.2663;0.3;0
0.8;2500;9440.81114;0.3;0
0.9;2500;8690.16793;0.3;0
0.3;3000;14334.0943;0.3;0
0.4;3000;13324.5893;0.3;0
0.5;3000;12376.8578;0.3;0
0.6;3000;11486.5142;0.3;0
0.7;3000;10649.1252;0.3;0
0.8;3000;9858.86755;0.3;0
0.9;3000;9108.92708;0.3;0
0.3;3500;14681.1988;0.3;0
0.4;3500;13686.6989;0.3;0
0.5;3500;12750.8234;0.3;0
0.6;3500;11869.4425;0.3;0
0.7;3500;11038.3169;0.3;0
0.8;3500;10253.6411;0.3;0
0.9;3500;9508.75545;0.3;0
0.3;4000;15007.9028;0.3;0
0.4;4000;14027.872;0.3;0
0.5;4000;13103.3893;0.3;0
0.6;4000;12230.8368;0.3;0
0.7;4000;11406.5681;0.3;0
0.8;4000;10626.4191;0.3;0
0.9;4000;9885.83623;0.3;0
0.3;4500;15315.449;0.3;0
0.4;4500;14349.2541;0.3;0
0.5;4500;13435.6251;0.3;0
0.6;4500;12571.4858;0.3;0
0.7;4500;11753.7868;0.3;0
0.8;4500;10978.7186;0.3;0
0.9;4500;10241.8538;0.3;0
0.3;5000;15607.4667;0.3;0
0.4;5000;14652.1838;0.3;0
0.5;5000;13748.7338;0.3;0
0.6;5000;12892.8887;0.3;0
0.7;5000;12081.3025;0.3;0
0.8;5000;11311.0283;0.3;0
0.9;5000;10578.1142;0.3;0
0.3;5500;15871.1411;0.3;0
0.4;5500;14937.7168;0.3;0
0.5;5500;14043.387;0.3;0
0.6;5500;13195.389;0.3;0
0.7;5500;12390.0975;0.3;0
0.8;5500;11624.4062;0.3;0
0.9;5500;10894.9694;0.3;0
0.3;6000;16109.7141;0.3;0
0.4;6000;15194.6968;0.3;0
0.5;6000;14320.7052;0.3;0
0.6;6000;13479.1777;0.3;0
0.7;6000;12680.2413;0.3;0
0.8;6000;11919.5905;0.3;0
0.9;6000;11193.749;0.3;0
0.3;6500;16328.7794;0.3;0
0.4;6500;15428.7522;0.3;0
0.5;6500;14570.8543;0.3;0
0.6;6500;13747.5596;0.3;0
0.7;6500;12952.4268;0.3;0
0.8;6500;12196.6309;0.3;0
0.9;6500;11474.8998;0.3;0
0.3;7000;16532.0671;0.3;0
0.4;7000;15644.7393;0.3;0
0.5;7000;14799.0023;0.3;0
0.6;7000;13990.3501;0.3;0
0.7;7000;13210.2662;0.3;0
0.8;7000;12456.7246;0.3;0
0.9;7000;11738.6424;0.3;0
0.3;7500;16717.1075;0.3;0
0.4;7500;15845.1068;0.3;0
0.5;7500;15009.8278;0.3;0
0.6;7500;14211.6984;0.3;0
0.7;7500;13445.6959;0.3;0
0.8;7500;12701.7857;0.3;0
0.9;7500;11986.2834;0.3;0
0.3;8000;16886.4512;0.3;0
0.4;8000;16028.0545;0.3;0
0.5;8000;15205.6905;0.3;0
0.6;8000;14415.9977;0.3;0
0.7;8000;13659.3937;0.3;0
0.8;8000;12930.4159;0.3;0
0.9;8000;12218.6215;0.3;0
