Mach;altitude;net thrust;core fuel flow;afterburner fuel flow
Amb.MNf_in;Amb.alt_in;FN;WF;WFaft
-;m;N;kg/s;kg/s
--;--;--;--;--
--;--;--;--;--
0.3;1000;109074.161;1.8;3
0.4;1000;107004.563;1.8;3
0.5;1000;105115.395;1.8;3
0.6;1000;103348.698;1.8;3
0.7;1000;101692.22;1.8;3
0.8;1000;100110.016;1.8;3
0.9;1000;98632.0733;1.8;3
0.3;1500;108659.004;1.8;3
0.4;1500;106654.084;1.8;3
0.5;1500;104790.54;1.8;3
0.6;1500;103084.617;1.8;3
0.7;1500;101482.948;1.8;3
0.8;1500;99952.2299;1.8;3
0.9;1500;98500.8634;1.8;3
0.3;2000;108199.594;1.8;3
0.4;2000;106243.969;1.8;3
0.5;2000;104452.523;1.8;3
0.6;2000;102775.423;1.8;3
0.7;2000;101218.88;1.8;3
0.8;2000;99751.1853;1.8;3
0.9;2000;98324.0261;1.8;3
0.3;2500;107741.823;1.8;3
0.4;2500;105805.494;1.8;3
0.5;2500;104053.398;1.8;3
0.6;2500;102437.428;1.8;3
0.7;2500;100928.829;1.8;3
0.8;2500;99501.1288;1.8;3
0.9;2500;98132.4962;1.8;3
0.3;3000;107231.337;1.8;3
0.4;3000;105365.157;1.8;3
0.5;3000;103627.674;1.8;3
0.6;3000;102055.124;1.8;3
0.7;3000;100592.377;1.8;3
0.8;3000;99215.2658;1.8;3
0.9;3000;97897.2797;1.8;3
0.3;3500;106452.172;1.8;3
0.4;3500;104857.213;1.8;3
0.5;3500;103208.856;1.8;3
0.6;3500;101637.032;1.8;3
0.7;3500;100223.218;1.8;3
0.8;3500;98886.0397;1.8;3
0.9;3500;97614.0521;1.8;3
0.3;4000;105480.872;1.8;3
0.4;4000;104049.462;1.8;3
0.5;4000;102718.395;1.8;3
0.6;4000;101234.828;1.8;3
0.7;4000;99810.9813;1.8;3
0.8;4000;98523.0528;1.8;3
0.9;4000;97301.659;1.8;3
0.3;4500;104522.619;1.8;3
0.4;4500;103110.79;1.8;3
0.5;4500;101935.988;1.8;3
0.6;4500;100782.665;1.8;3
0.7;4500;99411.9395;1.8;3
0.8;4500;98126.2323;1.8;3
0.9;4500;96935.8468;1.8;3
0.3;5000;103651.105;1.8;3
0.4;5000;102213.015;1.8;3
0.5;5000;101029.534;1.8;3
0.6;5000;100066.587;1.8;3
0.7;5000;98991.3723;1.8;3
0.8;5000;97718.5783;1.8;3
0.9;5000;96556.135;1.8;3
0.3;5500;102770.199;1.8;3
0.4;5500;101376.401;1.8;3
0.5;5500;100159.913;1.8;3
0.6;5500;99192.8071;1.8;3
0.7;5500;98389.7369;1.8;3
0.8;5500;97318.5681;1.8;3
0.9;5500;96146.0211;1.8;3
0.3;6000;101942.17;1.8;3
0.4;6000;100525.976;1.8;3
0.5;6000;99342.3597;1.8;3
0.6;6000;98323.7304;1.8;3
0.7;6000;97563.6278;1.8;3
0.8;6000;96841.4695;1.8;3
0.9;6000;95741.5138;1.8;3
0.3;6500;101215.18;1.8;3
0.4;6500;99761.3955;1.8;3
0.5;6500;98520.5884;1.8;3
0.6;6500;97513.8862;1.8;3
0.7;6500;96684.9621;1.8;3
0.8;6500;96101.6838;1.8;3
0.9;6500;95321.6506;1.8;3
0.3;7000;100164.963;1.8;3
0.4;7000;99089.4232;1.8;3
0.5;7000;97786.3527;1.8;3
0.6;7000;96717.3167;1.8;3
0.7;7000;95867.5621;1.8;3
0.8;7000;95229.5307;1.8;3
0.9;7000;94749.1436;1.8;3
0.3;7500;98856.1681;1.8;3
0.4;7500;97909.2854;1.8;3
0.5;7500;97146.309;1.8;3
0.6;7500;95992.4466;1.8;3
0.7;7500;95087.4337;1.8;3
0.8;7500;94383.62;1.8;3
0.9;7500;93933.8723;1.8;3
0.3;8000;97533.5713;1.8;3
0.4;8000;96640.329;1.8;3
0.5;8000;95946.4406;1.8;3
0.6;8000;95358.7947;1.8;3
0.7;8000;94354.7185;1.8;3
0.8;8000;93614.4223;1.8;3
0.9;8000;93048.1511;1.8;3
