Mach;altitude;net thrust;core fuel flow;afterburner fuel flow
Amb.MNf_in;Amb.alt_in;FN;WF;WFaft
-;m;N;kg/s;kg/s
--;--;--;--;--
--;--;--;--;--
0.3;1000;60429.1877;1.2;0
0.4;1000;57621.6126;1.2;0
0.5;1000;54916.3483;1.2;0
0.6;1000;52326.3355;1.2;0
0.7;1000;49847.7057;1.2;0
0.8;1000;47466.5227;1.2;0
0.9;1000;45161.7919;1.2;0
0.3;1500;60753.0462;1.2;0
0.4;1500;57975.9118;1.2;0
0.5;1500;55288.1305;1.2;0
0.6;1500;52700.9377;1.2;0
0.7;1500;50227.9815;1.2;0
0.8;1500;47861.1085;1.2;0
0.9;1500;45576.9041;1.2;0
0.3;2000;61033.3527;1.2;0
0.4;2000;58301.2376;1.2;0
0.5;2000;55641.0165;1.2;0
0.6;2000;53065.4515;1.2;0
0.7;2000;50592.147;1.2;0
0.8;2000;48231.5284;1.2;0
0.9;2000;45965.4289;1.2;0
0.3;2500;61252.2575;1.2;0
0.4;2500;58580.4102;1.2;0
0.5;2500;55966.0755;1.2;0
0.6;2500;53412.7021;1.2;0
0.7;2500;50943.9995;1.2;0
0.8;2500;48582.9167;1.2;0
0.9;2500;46326.4065;1.2;0
0.3;3000;61404.2938;1.2;0
0.4;3000;58799.455;1.2;0
0.5;3000;56247.6958;1.2;0
0.6;3000;53736.8365;1.2;0
0.7;3000;51282.9462;1.2;0
0.8;3000;48919.5856;1.2;0
0.9;3000;46664.6528;1.2;0
0.3;3500;61481.4308;1.2;0
0.4;3500;58952.6154;1.2;0
0.5;3500;56471.0524;1.2;0
0.6;3500;54022.4903;1.2;0
0.7;3500;51603.0153;1.2;0
0.8;3500;49246.6162;1.2;0
0.9;3500;46986.5853;1.2;0
0.3;4000;61486.1649;1.2;0
0.4;4000;59031.4488;1.2;0
0.5;4000;56630.5223;1.2;0
0.6;4000;54253.665;1.2;0
0.7;4000;51892.3066;1.2;0
0.8;4000;49557.8111;1.2;0
0.9;4000;47295.4358;1.2;0
0.3;4500;61431.7435;1.2;0
0.4;4500;59042.5017;1.2;0
0.5;4500;56717.7206;1.2;0
0.6;4500;54424.0056;1.2;0
0.7;4500;52133.4401;1.2;0
0.8;4500;49846.6475;1.2;0
0.9;4500;47593.587;1.2;0
0.3;5000;61322.33;1.2;0
0.4;5000;58998.7413;1.2;0
0.5;5000;56740.9197;1.2;0
0.6;5000;54525.8361;1.2;0
0.7;5000;52318.6707;1.2;0
0.8;5000;50097.3033;1.2;0
0.9;5000;47875.6222;1.2;0
0.3;5500;61161.1514;1.2;0
0.4;5500;58903.5242;1.2;0
0.5;5500;56711.4111;1.2;0
0.6;5500;54565.0998;1.2;0
0.7;5500;52439.8209;1.2;0
0.8;5500;50297.7697;1.2;0
0.9;5500;48132.8044;1.2;0
0.3;6000;60930.0157;1.2;0
0.4;6000;58754.6978;1.2;0
0.5;6000;56633.2448;1.2;0
0.6;6000;54553.3294;1.2;0
0.7;6000;52498.7468;1.2;0
0.8;6000;50442.8107;1.2;0
0.9;6000;48349.2621;1.2;0
0.3;6500;60639.1608;1.2;0
0.4;6500;58536.9109;1.2;0
0.5;6500;56502.9572;1.2;0
0.6;6500;54494.2302;1.2;0
0.7;6500;52506.8445;1.2;0
0.8;6500;50525.5542;1.2;0
0.9;6500;48517.1608;1.2;0
0.3;7000;60208.2704;1.2;0
0.4;7000;58265.7725;1.2;0
0.5;7000;56305.7531;1.2;0
0.6;7000;54387.1827;1.2;0
0.7;7000;52468.8626;1.2;0
0.8;7000;50555.5575;1.2;0
0.9;7000;48628.5216;1.2;0
0.3;7500;59318.458;1.2;0
0.4;7500;57770.843;1.2;0
0.5;7500;56055.6649;1.2;0
0.6;7500;54215.6777;1.2;0
0.7;7500;52387.5215;1.2;0
0.8;7500;50541.0511;1.2;0
0.9;7500;48684.3057;1.2;0
0.3;8000;58285.5757;1.2;0
0.4;8000;56856.0957;1.2;0
0.5;8000;55556.8105;1.2;0
0.6;8000;53993.3743;1.2;0
0.7;8000;52246.7853;1.2;0
0.8;8000;50484.6914;1.2;0
0.9;8000;48694.9766;1.2;0
